Name of School,LGA,Ownership,Type of School,Email,Phone Numbers,Link
"LOCAL GOVERNMENT PRY SCHOOL, Akodo",State owned, Ibeju-Lekki,Nursery/Primary, lgsakodo@lagosschoolsonline.com, 0704 300 5466 / 0705 103 4249,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1772"",""Read more"")"
"LOCAL GOVERNMENT PRY SCHOOL, Emina",State owned,Epe,Nursery/Primary, lgpryemina@lagosschoolsonline.com, 0805 631 1707,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2672"",""Read more"")"
"LOCAL GOVERNMENT PRY SCHOOL, Shogunle",State owned,Oshodi-Isolo,Nursery/Primary, locgovprysog@lagosschoolsonline.com, 0807 456 3147,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2391"",""Read more"")"
LOCAL GOVERNMENT PRY/SCH. BAYEKU,State owned,Ikorodu,Nursery/Primary, , 08075140416,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9421"",""Read more"")"
"LOCAL GOVT PRIMARY SCHOOL,  Ota-Ikosi",State owned,Epe,Nursery/Primary, lgschoolotta@lagosschoolsonline.com, 0803 354 8929,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2722"",""Read more"")"
"LOCAL GOVT PRIMARY SCHOOL, Moyopa",State owned,Epe,Nursery/Primary, lgprymoyopa@lagosschoolsonline.com," 0701 371 8176,0807 389 4177","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2719"",""Read more"")"
"LOCAL GOVT PRY SCHOOL, Igboye",State owned,Epe,Nursery/Primary, lgovtigboye@lagosschoolsonline.com, 0803 366 8504,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2551"",""Read more"")"
"LOCAL GOVT. CENTRAL PRIMARY SCHOOL, Epe",State owned,Epe,Nursery/Primary, lgovtcentpry@lagosschoolsonline.com," 080 547 44913,0802 448 6750","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2693"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL,  Mushin",State owned, Mushin,Nursery/Primary, megbon4musin@lagosschoolsonline.com, 0802 359 7709  0r  0807 456 4239,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1581"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Ide",State owned, Ibeju-Lekki,Nursery/Primary, lgpryschlide@lagosschoolsonline.com, 0803 050 8459,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/713"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Idi-Oro",State owned, Mushin,Nursery/Primary, localgovtpry@lagosschoolsonline.com," 0802 367 3852, 0807 456 4237","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1579"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Igando",State owned,Alimosho,Nursery/Primary, , ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1861"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Isolo",State owned,Oshodi-Isolo,Nursery/Primary, locgovpryiso@lagosschoolsonline.com," 0807 456 3145, 0803 344 1520 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2596"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Ladaba",State owned,Epe,Nursery/Primary, lgpryladaba@lagosschoolsonline.com, 0802 759 9767/0909 642 5750,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/487"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Mayunre",State owned,Epe,Nursery/Primary, lgovtmayunre@lagosschoolsonline.com," 0805 740 1771, 0816 491 6153","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/488"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Okunsolu",State owned, Ibeju-Lekki,Nursery/Primary, solulgprysch@lagosschoolsonline.com, 0803 368 7785,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/718"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL, Oriyanrin",State owned, Ibeju-Lekki,Nursery/Primary, localgovtpryschoriyanrin@lagosschoolsonline.com, 0805 071 4565,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/715"",""Read more"")"
"LOCAL GOVT. PRIMARY SCHOOL,Itire Rd",State owned, Mushin,Nursery/Primary, lgpryschitir@lagosschoolsonline.com," 0803 810 7117,  0807 456 4238","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1580"",""Read more"")"
"LOCAL GOVT. PRY SCH, Ikosi Beach",State owned,Epe,Nursery/Primary, ," 0802 835 3623,    0803 248 3879   ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2671"",""Read more"")"
"LOCAL GOVT. SCHOOL, Okun-Mopo",State owned, Ibeju-Lekki,Nursery/Primary, localgovtschool@lagosschoolsonline.com," 0805 350 1405,   0803 914 2945","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1763"",""Read more"")"
LOHIM ACADEMY ,Privately owned,,Nursery/Primary, , 0803 335 2143,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105298"",""Read more"")"
"LOHIMS ACADEMY, Ojota",Privately owned,Kosofe,Nursery/Primary, ," 0803 335 2143, 0802 119 0292,  0802 311 9020             ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/48817"",""Read more"")"
"LOLA-KAY NUR.& PRY. SCHOOL, Mafoluku Oja-Oke",Privately owned,Oshodi-Isolo,Nursery/Primary, lolakayschoolsYahoo.com," 0702 502 0202,   0704 353 5461","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8479"",""Read more"")"
"LOLAK INTERNATIONAL SCHOOL, Ejigbo",Privately owned,Oshodi-Isolo,Nursery/Primary, lolakintanationa@yahoo.com," 0802 320 3906,  0802 311 9620,  0813 656 5331","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4215"",""Read more"")"
"LOOFADAY SCHOOL, Okota",Privately owned,Oshodi-Isolo,Nursery/Primary, yemi.olaleye@yahoo.com," 0805 202 2711,  0705 902 9043","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6984"",""Read more"")"
"LORAL INTERNATIONAL NUR/PRY SCHOOL, Festac Town",Privately owned,Amuwo-Odofin,Nursery/Primary, into@loralintschool.com," 0803 716 0450,    01-589 1534,     01-481 9992","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4457"",""Read more"")"
"LORD INTERNATIONAL NUR & PRIMARY SCHOOL, Ago Okota",Privately owned,Oshodi-Isolo,Nursery/Primary, lordintersch05@yahoo.com," 0802 338 0711,   0803 802 8200","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6664"",""Read more"")"
"LOUIS & LOIS NURSERY PRIMARY SCHOOL, Oke-Afa",Privately owned,Alimosho,Nursery/Primary, info.llacademy@gmail.com, 0807 725 4115   0807 769 9165    0802 324 6698,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105513"",""Read more"")"
"LOVE SPRINGS NURSERY & PRIMARY SCHOOL, Ibeju",Privately owned, Ibeju-Lekki,Nursery/Primary, lovesprins08@yahoo.com," 0803 682 2990, 0802 331 5916, 0805 460 8042. ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/77407"",""Read more"")"
LOVEWORLD SCHOOL NURSERY PRIMARY SCHOOL ,Privately owned,,Nursery/Primary, , 0803 366  33,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105473"",""Read more"")"
"LOW COST HOUSING ESTATE NUR & PRY. SCHOO I, Oke-Afa",State owned,Oshodi-Isolo,Nursery/Primary, lchesch1iso@lagosschoolsonline.com," 0807 456 3150,  0803 389 1509 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2597"",""Read more"")"
"LOW COST HOUSING ESTATE PRY SCHOOL II, Ejigbo",State owned,Oshodi-Isolo,Nursery/Primary, lchesch2iso@lagosschoolsonline.com, 0807 456 3152,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2589"",""Read more"")"
"LSPEB MODEL NUR/PRY SCHOOL, Ojota",State owned, Ikeja,Nursery/Primary, , 0802 542 1561,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2331"",""Read more"")"
LSPEB MODEL NURSERY & PRIMARY SCHOOL,State owned,Ikorodu,Nursery/Primary, modelschlikd@lagosschoolsonline.com, 0802 455 7812,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12307"",""Read more"")"
"LSUBEB MODEL NUR/PRY  SCHOOL, Ajegunle",State owned,Ajeromi LGA,Nursery/Primary, modelschajif@lagosschoolsonline.com," 0805 361 0642,   0815 919 3848","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2251"",""Read more"")"
"LUCYLAND PRIVATE SCHOOL NUR. & PRY, Isolo",Privately owned,Oshodi-Isolo,Nursery/Primary, , 0808 020 9556,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12554"",""Read more"")"
"LUPETORO PRIMARY SCHOOL, Epe",State owned,Epe,Nursery/Primary, lpetoprysche@lagosschoolsonline.com," 0805 403 4668,0703 683  7078","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2748"",""Read more"")"
"LUTH/CMUL MUSLIM COMMUNITY SCHOOL, Idi Araba",Privately owned, Mushin,Nursery/Primary, luthcmulmcs11@gmail.com," 0803 861 3888,    0812 066 8818","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7085"",""Read more"")"
"LUTRON NURSERY & PRIMARY SCHOOL, Alagunta",Privately owned,Alimosho,Nursery/Primary, oludele_adedeji@yahoo.com," 0803 564 2176,  0803 472 0913 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49240"",""Read more"")"
"LUYEPO PRIMARY SCHOOL, Papa-Epe",State owned,Epe,Nursery/Primary, luyepopryepe@lagosschoolsonline.com," 0805 169 8398,0805 533 0810","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2675"",""Read more"")"
"LYNCREST SCHOOL, Ikorodu ",Privately owned,Ikorodu,Nursery/Primary, lyncrestschools@hotmail.com, 0810 536 2991,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/91611"",""Read more"")"
M.D NURSERY / PRIMARY SCHOOL,Privately owned, Ikeja,Nursery/Primary, mdschool@yahoo.com," 0803 307 0503 / 01-8796717 / 0802 393 9152, 0802 829 3252","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4129"",""Read more"")"
"MABECON PRIVATE & PRIMARY SCHOOL, Papa-Ashafa",Privately owned,Agege,Nursery/Primary, ajibodeolabisicornelius@yahoo.com," 0803 250 6682,      0803 519 0592","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4221"",""Read more"")"
"MADONNA INTERNATIONAL SCHOOL, Ikoyi",Privately owned,Eti-Osa,Nursery/Primary," info@madonnainternationalschool@ymail.com,    admin@madonnainternationalschools.com,         madonnaschools@gmails.com"," 0802 718 0387, 0809 413 9012","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3417"",""Read more"")"
"MAFOLUKU PRIMARY SCHOOL, Mafoluku",State owned,Oshodi-Isolo,Nursery/Primary, mafolukupry@lagosschoolsonline.com, 0807 456 3155,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2590"",""Read more"")"
"MAHARUF-DEEN PRIMARY SCHOOL, Pedro Shomolu",State owned, Shomolu,Nursery/Primary, maharufdeenprysch@lagosschoolsonline.com," 0802 315 7070, 0803 539 8428, 0807 456 5460","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2495"",""Read more"")"
"MAIDAN PRIMARY SCHOOL,  Mile 12",State owned,Kosofe,Nursery/Primary, maidannpschl@lagosschoolsonline.com, 0802 675 3089,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1161"",""Read more"")"
"MAINLAND MODEL PRY SCHOOL, Mushin",State owned, Mushin,Nursery/Primary, mainlandmodel@lagosschoolsonline.com, 0805 074 7601,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1582"",""Read more"")"
"MAINLAND PREPARATORY PRIMARY SCHOOL, Surulere",Privately owned,Surulere,Nursery/Primary, , 0803 308 2269,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1857"",""Read more"")"
"MAIYEGUN COMMUNITY PRIMARY SCHOOL, Lekki Beach",State owned,Eti-Osa,Nursery/Primary, maiyecoprsch@lagosschoolsonline.com," 0805 977 6400,  0815 929 0236","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/700"",""Read more"")"
"MAJOLATE PRIMARY SCHOOL, Mushin",State owned, Mushin,Nursery/Primary, ," 0802 370 7405, 0807 456 4246","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1583"",""Read more"")"
"MAKOKO ANGLICAN PRY SCHOOL, Yaba",State owned,Lagos-Mainland,Nursery/Primary, makokoangyab@lagosschoolsonline.com," 0805 625 8419,  0807 457 1483","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1959"",""Read more"")"
"MANDATE PRIVATE COLLEGE, Akesan",Privately owned,Alimosho,Nursery/Primary, mpcakesan@yahoo.com," 0803 321 8270,  0810 567 8954","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6111"",""Read more"")"
"MAPS EDUCATION NURSERY & PRIMARY SCHOOL, Ikorodu",Privately owned,Ikorodu,Nursery/Primary, mapseducation@gmail.com," 0802 501 4549, 0802 382 8795, 0805 867 0134","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7480"",""Read more"")"
"MAR-YOLA N/P SCHOOL, Alakija",Privately owned,Amuwo-Odofin,Nursery/Primary, maryolaschools@yahoo.com," 0802 760 7010,  0803 343 8096,   0813 945 0181 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3810"",""Read more"")"
"MARANATHA PRIVATE COLLEGE, Alimosho",Privately owned,Alimosho,Nursery/Primary, maranath_usa2007@yahoo.com, 0806 061 0726   or    01-793-3928,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3233"",""Read more"")"
"MARANATHA PRIVATE SCHOOL, Alimosho",Privately owned,Alimosho,Nursery/Primary, maranatha_usa2007@yahoo.com," 0814 679 3483, 0803 563 5170","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3234"",""Read more"")"
"MARG-PHIL NURSERY & PRIMARY SCHOOL, Ayobo",Privately owned,Alimosho,Nursery/Primary, marg-phil98@live.com," 0802 332 2430,     0802 424 7418","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3827"",""Read more"")"
"MARGRACE PRIVATE SCHOOL, Sabo - Oniba",Privately owned,Ojo,Nursery/Primary, margrace2009@yahoo.com, 0803 331 1902,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5307"",""Read more"")"
"MARI NURSERY & PRIMARY SCHOOL,  Festac Town",Privately owned,Amuwo-Odofin,Nursery/Primary, marinurpryschool@yahoo.com, 0803 300 9847,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1808"",""Read more"")"
"MARIA BREED MONTESSORI SCHOOL, Oke-Ira",Privately owned,Eti-Osa,Nursery/Primary, mabelbabs@yahoo.com," 0802 300 1003,   0803 458 0448, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6622"",""Read more"")"
"MARIBOLS INTERNATIONAL SCHOOL, Ejigbo",Privately owned,Oshodi-Isolo,Nursery/Primary, boladeolu@yahoo.com, 0802 658 6797,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4140"",""Read more"")"
"MARIE-LOUISE SCHOOL, Surulere",Privately owned,Surulere,Nursery/Primary, marielouiseschool@yahoo.com," 0802 318 6976,   01-4535064, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3050"",""Read more"")"
"MARJOS INTERNATIONAL SCHOOL, Lawanson",Privately owned,Surulere,Nursery/Primary, ," 0803 390 9046, 0803 306 0649","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/61100"",""Read more"")"
"MARKIDS DAY NURSERY/PRIMARY SCHOOL, Oshodi",Privately owned,Oshodi-Isolo,Nursery/Primary, omobodunwa@yahoo.com," 0802 832 0212,    0802 374 4862","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3962"",""Read more"")"
"MAROLAT SCHOOLS, Okoafo",Privately owned, Badagry ,Nursery/Primary, schoolsmarolat@yahoo.com," 0803 536 9892,  0805 404 9667,    0808 486 8074 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6970"",""Read more"")"
"MARREN SCHOOL, Bayeku",Privately owned,Ikorodu,Nursery/Primary, kunletele@hotmail.com, 0705 411 4711,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105495"",""Read more"")"
"MARVJOY NURSERY & BASIC SCHOOL, Agbala",Privately owned,Ikorodu,Nursery/Primary, marvjoyschools@yahoo.com," 0807 850 4368,  0803 402 1328,   0802 312 5870,    0805 306 0395","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6713"",""Read more"")"
"MARY MAGDALENE NUR. & PRY SCHOOL, Ifako Gbagada",Privately owned,Kosofe,Nursery/Primary, ," 0704 342 7455, 0816 356 7972,  0818 981 1987,  0802 242 9736,   0805 445 9019","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7204"",""Read more"")"
"MARY-MAG MONTESSORI SCHOOL, Etegbin",Privately owned,Ojo,Nursery/Primary, marymagment@yahoo.com," 0806 430 2509,   0806 166 1290 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3658"",""Read more"")"
"MARYANNE NURSERY & PRIMARY SCHOOL,  Lagos Island",Privately owned,Lagos-Island,Nursery/Primary, emiliadefolakem@yahoo.com, 0805 557 7000  or    0805 626 5205,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4134"",""Read more"")"
"MARYBENE MONTESSORI SCHOOL, Jakande Estate ",Privately owned,Oshodi-Isolo,Nursery/Primary, mymanybene@hotmail.com," 0803 436 8782,     0803 691 6260","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4474"",""Read more"")"
"MARYLAND CONVENT PRIVATE SCHOOL, Ikorodu Road",Privately owned,Kosofe,Nursery/Primary, marylandcontprivateschool@yahoo.com," 0802 359 3700,    01-470 5678","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3264"",""Read more"")"
"MARYLAND PRIMARY SCHOOL, Maryland",State owned,Kosofe,Nursery/Primary, marylandpry@lagosschoolsonline.com, 0802 831 1889,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1150"",""Read more"")"
"MARYWOOD PRIMARY SCHOOL, Ebute-Meta west",State owned,Lagos-Mainland,Nursery/Primary, marywoodpry@lagosschoolsonline.com, 0802 308 5839,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1953"",""Read more"")"
"MASTARED NUR. & PRY SCHOOL, Idimu",Privately owned,Alimosho,Nursery/Primary, tinasuji@yahoo.com," 0803 929 1970,  0802 999 9240","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49107"",""Read more"")"
"MASTER MOULDERS INTERNATIONAL ACADEMY, Lekki",Privately owned,Eti-Osa,Nursery/Primary, infomastermoulders@gmail.com," 0802 424 2526,   0702 672 7433,08035643633 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10341"",""Read more"")"
"MASTERGUIDE SCHOOL, Egbeda",Privately owned,Alimosho,Nursery/Primary, masterguideschool@yahoo.com," 0803 329 7311, 0803 582 9097","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10048"",""Read more"")"
"MASTERVILLE CHILDREN SCHOOL, Ajao Estate",Privately owned,Oshodi-Isolo,Nursery/Primary, info@masterillechildrenschool.org," 0802 087 6356, 0802 394 4792,  01 877 4591","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7121"",""Read more"")"
"MATE NURSERY & PRIMARY SCHOOL, Ketu",Privately owned,Kosofe,Nursery/Primary, adenugba-a0@yahoo.com," 0802 905 4916, 0802 308 0374,  01-818 3542 or 01-818 3543","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4152"",""Read more"")"
"MATER-DEI SCHOOL, SATELLITE TOWN ",Privately owned,Amuwo-Odofin,Nursery/Primary, materdeischool@yahoo.com, 0803 790 4487   or   0803 436 5684,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3157"",""Read more"")"
"MATHORIA NURSERY & PRIMARY SCHOOL, Idimu",Privately owned,Alimosho,Nursery/Primary," mathonurpri@yahoo.com,  mathoriaschoolsng@gmail .com","  0802 323 8827, 0803 438 1566","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2255"",""Read more"")"
"MATOL NURSERY/PRIMARY SCHOOL, Mafoluki",Privately owned,Oshodi-Isolo,Nursery/Primary, matolschools@hotmail.com," 0802 305 8118,     0818 836 0413, 0802 890 5343","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4696"",""Read more"")"
"MATTINA NURSERY AND PRIMARY SCHOOL, Surulere",Privately owned,Surulere,Nursery/Primary, info.mattinaschools@gmail.com," 0818 288 4437,   0802 750 7859  or  0803 335 2052    0805 540 7523","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3331"",""Read more"")"
"MAVIC FOUNDATION NUR & PRY SCHOOL, Olodi-Apapa",Privately owned,Ajeromi LGA,Nursery/Primary, , 0803 321 4992    0806 038 2617,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3809"",""Read more"")"
"MAYODE PRIVATE SCHOOL, Ikorodu",Privately owned,Ikorodu,Nursery/Primary, michael.odetoye@yahoo.com," 0802 069 4154,    0803 074 4605","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4788"",""Read more"")"
"MAYPRIDE NURSERY AND PRIMARY SCHOOL,  Ipaja",Privately owned,Alimosho,Nursery/Primary, maypridenps2006@yahoo.co.uk," 01-896 5916,    0803 323 4838, 0806 317 8363","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1866"",""Read more"")"
"MBARI MBAYO NURSERY & PRIMARY SCHOOL, Jibowu",Privately owned,Lagos-Mainland,Nursery/Primary, mbarimbayoschool@yahoo.com," 0805 399 9950, 0805 399 9947,   01-819 4290   0808 250 2569,  ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3996"",""Read more"")"
"MEADOW HALL COLLEGE, Lekki",Privately owned,Eti-Osa,Nursery/Primary, meadowhall_school@yahoo.com, 0807 300 0556;    0802 504 2053,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4169"",""Read more"")"
"MEDIAS COLLEGE, Alagutan",Privately owned,Alimosho,Nursery/Primary, emmanuelegunjobi@yahoo.com, 0802 342 3182;     0803 630 4151,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4173"",""Read more"")"
"MEIRAN COMMUNITY PRIMARY SCHOOL,  Meiran",State owned,Alimosho,Nursery/Primary, , 08028076746,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1910"",""Read more"")"
"MELODY PRIVATE SCHOOL, Amuwo",Privately owned,Amuwo-Odofin,Nursery/Primary, mps4glory@yahoo.com ," 0802 324 4424, 0806 511 0814","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4758"",""Read more"")"
"MENTOBEN NUR/PRY SCHOOL, Owutu",Privately owned,Ikorodu,Nursery/Primary, benlusaviola@gmail.com," 0802 359 3400, 0802 099 0044,   0803 634 4604, 0802 566 4688","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3947"",""Read more"")"
"MERCAN BRILLIANT N/P SCHOOL,  Agege",Privately owned,Agege,Nursery/Primary, oparaphilip@yahoo.com," 0806 087 2643,  0809 759 4060","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49233"",""Read more"")"
